continentName,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,updateTime,cityName,cityEnglishName,city_zipCode,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
非洲,Africa,斯威士兰,Swaziland,斯威士兰,Swaziland,984010,46506,0,2936,1248,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,塞浦路斯,Cyprus,塞浦路斯,Cyprus,955005,131462,0,90755,591,2021-11-27 10:01:42,,,,,,,
非洲,Africa,埃及,Egypt,埃及,Egypt,981002,353024,0,294354,20109,2021-11-27 10:01:42,,,,,,,
北美洲,North America,加拿大,Canada,加拿大,Canada,971001,1783319,0,1721427,29635,2021-11-27 10:01:42,,,,,,,
北美洲,North America,牙买加,Jamaica,牙买加,Jamaica,974009,90905,0,56589,2365,2021-11-27 10:01:42,,,,,,,
南美洲,South America,哥伦比亚,Colombia,哥伦比亚,Colombia,973005,5055253,0,4897986,128236,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,立陶宛,Lithuania,立陶宛,Lithuania,964004,462431,0,428639,6627,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,阿富汗,Afghanistan,阿富汗,Afghanistan,955001,157032,0,124733,7365,2021-11-27 10:01:42,,,,,,,
南美洲,South America,苏里南,Suriname,苏里南,Suriname,973010,50629,0,26909,1158,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,乌兹别克斯坦,Uzbekistan,乌兹别克斯坦,Uzbekistan,954005,192175,0,168875,1389,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,叙利亚,Syria,叙利亚,Syria,955017,47558,0,23599,2719,2021-11-27 10:01:42,,,,,,,
非洲,Africa,布隆迪共和国,,布隆迪共和国,,0,20360,0,4,38,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,爱沙尼亚,Estonia,爱沙尼亚,Estonia,964002,219878,0,198092,1773,2021-11-27 10:01:42,,,,,,,
北美洲,North America,巴巴多斯,Barbados,巴巴多斯,Barbados,974003,24432,0,6819,215,2021-11-27 10:01:42,,,,,,,
非洲,Africa,突尼斯,Tunisia,突尼斯,Tunisia,981006,716702,0,673990,25356,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,菲律宾,Philippines,菲律宾,Philippines,952008,2828660,0,2764517,47682,2021-11-27 10:01:42,,,,,,,
非洲,Africa,南非,South Africa,南非,South Africa,984011,2950035,0,2843961,89746,2021-11-27 10:01:42,,,,,,,
北美洲,North America,萨尔瓦多,El Salvador,萨尔瓦多,El Salvador,972003,118041,0,98091,3762,2021-11-27 10:01:42,,,,,,,
非洲,Africa,埃塞俄比亚,Ethiopia,埃塞俄比亚,Ethiopia,985004,370712,0,347873,6708,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,新加坡,Singapore,新加坡,Singapore,952009,257510,0,242132,678,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,柬埔寨,Kampuchea (Cambodia ),柬埔寨,Kampuchea (Cambodia ),952003,119977,0,102827,2914,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,巴基斯坦,Pakistan,巴基斯坦,Pakistan,953006,1283223,0,1241289,28690,2021-11-27 10:01:42,,,,,,,
北美洲,North America,库拉索岛,,库拉索岛,,0,17348,0,4438,178,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,拉脱维亚,Latvia,拉脱维亚,Latvia,964003,249037,0,233119,4064,2021-11-27 10:01:42,,,,,,,
大洋洲,Oceania,新喀里多尼亚,,新喀里多尼亚,,0,11992,0,58,276,2021-11-27 10:01:42,,,,,,,
北美洲,North America,伯利兹,Belize,伯利兹,Belize,972001,29967,0,17956,569,2021-11-27 10:01:42,,,,,,,
北美洲,North America,特立尼达和多巴哥,Trinidad and Tobago,特立尼达和多巴哥,Trinidad and Tobago,974013,67664,0,54285,2009,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,文莱,Brunei,文莱,Brunei,952002,14771,0,4722,97,2021-11-27 10:01:42,,,,,,,
非洲,Africa,加蓬,Gabon,加蓬,Gabon,983004,37223,0,27048,276,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,尼泊尔,Nepal,尼泊尔,Nepal,953005,820285,0,798916,11516,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,北马其顿,North Macedonia,北马其顿,North Macedonia,0,213307,0,196249,7474,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,印度尼西亚,Indonesia,印度尼西亚,Indonesia,952005,4254815,0,4102993,143782,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,黑山,,黑山,,965018,155694,0,145544,2268,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,阿尔巴尼亚,Albania,阿尔巴尼亚,Albania,965001,197776,0,186909,3063,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,也门共和国,,也门共和国,,0,9972,0,350,1942,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,白俄罗斯,Belarus,白俄罗斯,Belarus,964001,645069,0,632470,4995,2021-11-27 10:01:42,,,,,,,
非洲,Africa,卢旺达,Republic of Rwanda,卢旺达,Republic of Rwanda,985006,100277,0,91490,1341,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,摩尔多瓦,Moldova,摩尔多瓦,Moldova,964005,360261,0,344414,8950,2021-11-27 10:01:42,,,,,,,
非洲,Africa,苏丹,Sudan,苏丹,Sudan,981005,42056,0,32054,3114,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,以色列,Israel,以色列,Israel,955009,1341297,0,1326518,8180,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,缅甸,Burma,缅甸,Burma,952001,519731,0,494107,19049,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,吉尔吉斯斯坦,,吉尔吉斯斯坦,,954002,183066,0,173796,2734,2021-11-27 10:01:42,,,,,,,
北美洲,North America,开曼群岛,Cayman Is,开曼群岛,Cayman Is,0,6283,0,781,4,2021-11-27 10:01:42,,,,,,,
北美洲,North America,圣文森特和格林纳丁斯,Saint Vincent and the Grenadines,圣文森特和格林纳丁斯,Saint Vincent and the Grenadines,974012,5446,0,147,74,2021-11-27 10:01:42,,,,,,,
大洋洲,Oceania,新西兰,New Zealand,新西兰,New Zealand,990007,10790,4,5553,41,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,马尔代夫,Maldives,马尔代夫,Maldives,953004,91046,0,86168,248,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,沙特阿拉伯,Saudi Arabia,沙特阿拉伯,Saudi Arabia,955016,549590,0,536447,8828,2021-11-27 10:01:42,,,,,,,
非洲,Africa,摩洛哥,Morocco,摩洛哥,Morocco,981004,949263,0,930236,14770,2021-11-27 10:01:42,,,,,,,
大洋洲,Oceania,巴布亚新几内亚,Papua New Guinea,巴布亚新几内亚,Papua New Guinea,990009,34846,0,30269,542,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,马恩岛,Isle of Man,马恩岛,Isle of Man,0,10797,0,6790,66,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,卢森堡,Luxembourg,卢森堡,Luxembourg,961004,87352,0,82674,862,2021-11-27 10:01:42,,,,,,,
非洲,Africa,尼日利亚,Nigeria,尼日利亚,Nigeria,982013,213818,0,207094,2974,2021-11-27 10:01:42,,,,,,,
北美洲,North America,巴哈马,Bahamas,巴哈马,Bahamas,974002,22696,0,18321,671,2021-11-27 10:01:42,,,,,,,
大洋洲,Oceania,关岛,Guam,关岛,Guam,0,15102,0,11171,263,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,泽西岛,Bailiwick of Jersey,泽西岛,Bailiwick of Jersey,0,13372,0,9676,80,2021-11-27 10:01:42,,,,,,,
非洲,Africa,毛里塔尼亚,The Islamic Republic of Mauritania,毛里塔尼亚,The Islamic Republic of Mauritania,982012,38881,0,34587,822,2021-11-27 10:01:42,,,,,,,
大洋洲,Oceania,斐济,Fiji,斐济,Fiji,990002,52474,0,48347,695,2021-11-27 10:01:42,,,,,,,
非洲,Africa,多哥,Togo,多哥,Togo,982016,26224,0,22908,243,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,955019,741643,0,736511,2145,2021-11-27 10:01:42,,,,,,,
非洲,Africa,纳米比亚,Namibia,纳米比亚,Namibia,984009,129126,0,122788,3571,2021-11-27 10:01:42,,,,,,,
非洲,Africa,科特迪瓦,Ivory Coast,科特迪瓦,Ivory Coast,982004,61660,0,58474,703,2021-11-27 10:01:42,,,,,,,
北美洲,North America,巴拿马,Panama,巴拿马,Panama,972007,476611,0,466850,7358,2021-11-27 10:01:42,,,,,,,
非洲,Africa,莫桑比克,Mozambique,莫桑比克,Mozambique,984008,151503,0,147281,1940,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,法罗群岛,Faroe,法罗群岛,Faroe,0,3337,0,1072,13,2021-11-27 10:01:42,,,,,,,
非洲,Africa,马里,Mali,马里,Mali,982010,17097,0,14285,601,2021-11-27 10:01:42,,,,,,,
非洲,Africa,塞舌尔,Seychelles,塞舌尔,Seychelles,985007,23197,0,20903,125,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,根西岛,Guernsey,根西岛,Guernsey,0,3443,0,1505,23,2021-11-27 10:01:42,,,,,,,
南美洲,South America,乌拉圭,Uruguay,乌拉圭,Uruguay,973011,398436,0,390492,6119,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,卡塔尔,Qatar,卡塔尔,Qatar,955015,242518,0,240159,611,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,冰岛,Iceland,冰岛,Iceland,962003,17294,0,15531,35,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,直布罗陀,Gibraltar,直布罗陀,Gibraltar,0,7049,0,5377,98,2021-11-27 10:01:42,,,,,,,
非洲,Africa,肯尼亚,Kenya,肯尼亚,Kenya,985005,254816,0,248070,5332,2021-11-27 10:01:42,,,,,,,
非洲,Africa,南苏丹,,南苏丹,,981007,12710,0,11195,133,2021-11-27 10:01:42,,,,,,,
非洲,Africa,佛得角,,佛得角,,982017,38345,0,36615,349,2021-11-27 10:01:42,,,,,,,
非洲,Africa,几内亚,Guinea,几内亚,Guinea,0,30751,0,28990,387,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,马耳他,Malta,马耳他,Malta,965019,38930,0,37160,464,2021-11-27 10:01:42,,,,,,,
非洲,Africa,几内亚比绍,,几内亚比绍,,982008,6438,0,5237,146,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,列支敦士登,Liechtenstein,列支敦士登,Liechtenstein,963005,4432,0,3363,61,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,日本,Japan,日本,Japan,951002,1726705,0,1707419,18352,2021-11-27 10:01:42,,,,,,,
北美洲,North America,美属维尔京群岛,,美属维尔京群岛,,0,7480,0,6472,85,2021-11-27 10:01:42,,,,,,,
北美洲,North America,阿鲁巴,,阿鲁巴,,0,16230,0,15065,253,2021-11-27 10:01:42,,,,,,,
非洲,Africa,尼日尔,Niger,尼日尔,Niger,982011,6902,0,5769,248,2021-11-27 10:01:42,,,,,,,
北美洲,North America,格陵兰,,格陵兰,,0,1311,0,504,0,2021-11-27 10:01:42,,,,,,,
非洲,Africa,马拉维,Malawi,马拉维,Malawi,984006,61867,0,58763,2304,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,安道尔,Andorra,安道尔,Andorra,965002,16426,0,15688,131,2021-11-27 10:01:42,,,,,,,
南美洲,South America,巴拉圭,Paraguay,巴拉圭,Paraguay,973009,462453,0,445486,16365,2021-11-27 10:01:42,,,,,,,
大洋洲,Oceania,北马里亚纳群岛联邦,,北马里亚纳群岛联邦,,0,604,0,32,3,2021-11-27 10:01:42,,,,,,,
南美洲,South America,圭亚那,Guyana,圭亚那,Guyana,973007,37524,0,35993,980,2021-11-27 10:01:42,,,,,,,
非洲,Africa,厄立特里亚,,厄立特里亚,,985003,7250,0,6663,57,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,圣马力诺,San Marino,圣马力诺,San Marino,965012,5908,0,5310,93,2021-11-27 10:01:42,,,,,,,
非洲,Africa,津巴布韦,Zimbabwe,津巴布韦,Zimbabwe,984013,133747,0,128540,4703,2021-11-27 10:01:42,,,,,,,
北美洲,North America,荷属圣马丁,,荷属圣马丁,,0,4565,0,4037,75,2021-11-27 10:01:42,,,,,,,
非洲,Africa,科摩罗,,科摩罗,,984003,4478,0,3963,150,2021-11-27 10:01:42,,,,,,,
欧洲,Europe,摩纳哥,Monaco,摩纳哥,Monaco,961005,3642,0,3254,36,2021-11-27 10:01:42,,,,,,,
非洲,Africa,塞内加尔,Senegal,塞内加尔,Senegal,982014,73973,0,71752,1885,2021-11-27 10:01:42,,,,,,,
北美洲,North America,特克斯和凯科斯群岛,,特克斯和凯科斯群岛,,0,3088,0,2780,23,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,巴林,Bahrain,巴林,Bahrain,955004,277481,0,275826,1394,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,科威特,Kuwait,科威特,Kuwait,955011,413198,0,410520,2465,2021-11-27 10:01:42,,,,,,,
北美洲,North America,格林那达,,格林那达,,0,5880,0,5480,200,2021-11-27 10:01:42,,,,,,,
北美洲,North America,英属维尔京群岛,,英属维尔京群岛,,0,2773,0,2555,38,2021-11-27 10:01:42,,,,,,,
非洲,Africa,安哥拉,Angola,安哥拉,Angola,984001,65080,0,63178,1731,2021-11-27 10:01:42,,,,,,,
北美洲,North America,圣卢西亚,St.Lucia,圣卢西亚,St.Lucia,974011,12927,0,12528,279,2021-11-27 10:01:42,,,,,,,
非洲,Africa,赞比亚共和国,,赞比亚共和国,,0,210099,0,206344,3667,2021-11-27 10:01:42,,,,,,,
非洲,Africa,冈比亚,Gambia,冈比亚,Gambia,982005,9989,0,9588,342,2021-11-27 10:01:42,,,,,,,
北美洲,North America,圣皮埃尔和密克隆群岛,,圣皮埃尔和密克隆群岛,,0,59,0,31,0,2021-11-27 10:01:42,,,,,,,
亚洲,Asia,中国,China,吉林省,Jilin,220000,583,19,576,3,2021-11-27 09:51:38,长春,Changchun,220100,161,1,157,0
亚洲,Asia,中国,China,吉林省,Jilin,220000,583,19,576,3,2021-11-27 09:51:38,通化,Tonghua,220500,313,0,312,1
亚洲,Asia,中国,China,吉林省,Jilin,220000,583,19,576,3,2021-11-27 09:51:38,吉林市,Jilin,220200,62,12,61,1
亚洲,Asia,中国,China,吉林省,Jilin,220000,583,19,576,3,2021-11-27 09:51:38,四平,,220300,17,0,16,1
亚洲,Asia,中国,China,吉林省,Jilin,220000,583,19,576,3,2021-11-27 09:51:38,延边,Yanbian,222400,8,1,8,0
亚洲,Asia,中国,China,吉林省,Jilin,220000,583,19,576,3,2021-11-27 09:51:38,辽源,Liaoyuan,220400,7,0,7,0
亚洲,Asia,中国,China,吉林省,Jilin,220000,583,19,576,3,2021-11-27 09:51:38,公主岭,Gongzhuling,220381,6,0,6,0
亚洲,Asia,中国,China,吉林省,Jilin,220000,583,19,576,3,2021-11-27 09:51:38,松原,Songyuan,220700,6,0,6,0
亚洲,Asia,中国,China,吉林省,Jilin,220000,583,19,576,3,2021-11-27 09:51:38,梅河口,Meihekou,220581,2,0,2,0
亚洲,Asia,中国,China,吉林省,Jilin,220000,583,19,576,3,2021-11-27 09:51:38,白城,Baicheng,220800,1,0,1,0
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,郑州,Zhengzhou,410100,349,0,219,5
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,周口,Zhoukou,411600,94,0,75,1
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,境外输入,,0,125,1,114,0
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,商丘,Shangqiu,411400,101,0,88,3
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,开封,Kaifeng,410200,33,0,26,0
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,驻马店,Zhumadian,411700,143,0,139,0
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,安阳,Anyang,410500,54,0,53,0
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,许昌,Xuchang,411000,40,0,38,1
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,信阳,Xinyang,411500,274,0,272,2
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,南阳,Nanyang,411300,156,0,153,3
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,平顶山,Pingdingshan,410400,58,0,57,1
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,新乡,Xinxiang,410700,57,0,54,3
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,漯河,Luohe,411100,36,0,36,0
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,焦作,Jiaozuo,410800,32,0,31,1
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,洛阳,Luoyang,410300,31,0,30,1
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,鹤壁,Hebi,410600,19,0,19,0
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,濮阳,Puyang,410900,17,0,17,0
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,三门峡,Sanmenxia,411200,7,0,6,1
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,济源,Jiyuan,419001,5,0,5,0
亚洲,Asia,中国,China,河南省,Henan,410000,1637,1,1540,22,2021-11-27 09:43:32,待明确地区,Area not defined,0,6,0,108,0
亚洲,Asia,中国,China,广西壮族自治区,Guangxi,450000,393,0,319,2,2021-11-27 09:39:47,境外输入,,0,140,0,68,0
亚洲,Asia,中国,China,广西壮族自治区,Guangxi,450000,393,0,319,2,2021-11-27 09:39:47,南宁,Nanning,450100,56,0,56,0
亚洲,Asia,中国,China,广西壮族自治区,Guangxi,450000,393,0,319,2,2021-11-27 09:39:47,北海,Beihai,450500,44,0,43,1
亚洲,Asia,中国,China,广西壮族自治区,Guangxi,450000,393,0,319,2,2021-11-27 09:39:47,桂林,Guilin,450300,32,0,32,0
亚洲,Asia,中国,China,广西壮族自治区,Guangxi,450000,393,0,319,2,2021-11-27 09:39:47,河池,Hechi,451200,28,0,27,1
亚洲,Asia,中国,China,广西壮族自治区,Guangxi,450000,393,0,319,2,2021-11-27 09:39:47,柳州,Liuzhou,450200,24,0,24,0
亚洲,Asia,中国,China,广西壮族自治区,Guangxi,450000,393,0,319,2,2021-11-27 09:39:47,防城港,Fangchenggang,450600,19,0,19,0
亚洲,Asia,中国,China,广西壮族自治区,Guangxi,450000,393,0,319,2,2021-11-27 09:39:47,玉林,Yulin,450900,11,0,11,0
亚洲,Asia,中国,China,广西壮族自治区,Guangxi,450000,393,0,319,2,2021-11-27 09:39:47,来宾,Laibin,451300,11,0,11,0
亚洲,Asia,中国,China,广西壮族自治区,Guangxi,450000,393,0,319,2,2021-11-27 09:39:47,钦州,Qinzhou,450700,8,0,8,0
亚洲,Asia,中国,China,广西壮族自治区,Guangxi,450000,393,0,319,2,2021-11-27 09:39:47,贵港,Guigang,450800,8,0,8,0
亚洲,Asia,中国,China,广西壮族自治区,Guangxi,450000,393,0,319,2,2021-11-27 09:39:47,梧州,Wuzhou,450400,5,0,5,0
亚洲,Asia,中国,China,广西壮族自治区,Guangxi,450000,393,0,319,2,2021-11-27 09:39:47,贺州,Hezhou,451100,4,0,4,0
亚洲,Asia,中国,China,广西壮族自治区,Guangxi,450000,393,0,319,2,2021-11-27 09:39:47,百色,Baise,451000,3,0,3,0
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,1992,394,1917,13,2021-11-27 09:30:40,黑河,Heihe,231100,295,0,233,0
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,1992,394,1917,13,2021-11-27 09:30:40,绥化,Suihua,231200,537,0,533,4
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,1992,394,1917,13,2021-11-27 09:30:40,哈尔滨,Harbin,230100,504,8,500,4
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,1992,394,1917,13,2021-11-27 09:30:40,境外输入,,0,406,386,406,0
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,1992,394,1917,13,2021-11-27 09:30:40,双鸭山,Shuangyashan,230500,52,0,49,3
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,1992,394,1917,13,2021-11-27 09:30:40,鸡西,Jixi,230300,46,0,46,0
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,1992,394,1917,13,2021-11-27 09:30:40,齐齐哈尔,Qiqihar,230200,44,0,43,1
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,1992,394,1917,13,2021-11-27 09:30:40,牡丹江,Mudanjiang,231000,36,0,36,0
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,1992,394,1917,13,2021-11-27 09:30:40,大庆,Daqing,230600,29,0,28,1
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,1992,394,1917,13,2021-11-27 09:30:40,七台河,Qitaihe,230900,17,0,17,0
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,1992,394,1917,13,2021-11-27 09:30:40,佳木斯,Jiamusi,230800,15,0,15,0
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,1992,394,1917,13,2021-11-27 09:30:40,鹤岗,Hegang,230400,5,0,5,0
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,1992,394,1917,13,2021-11-27 09:30:40,大兴安岭,Daxinganling,232700,3,0,3,0
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,1992,394,1917,13,2021-11-27 09:30:40,待明确,,0,2,0,2,0
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,1992,394,1917,13,2021-11-27 09:30:40,伊春,Yichun,230700,1,0,1,0
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,境外输入,,0,212,1,185,0
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,日照,Rizhao,371100,30,0,27,0
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,济宁,Jining,370800,260,0,260,0
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,青岛,Qingdao,370200,80,0,79,1
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,烟台,Yantai,370600,58,0,58,0
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,临沂,Linyi,371300,49,0,49,0
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,济南,Jinan,370100,47,0,47,0
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,潍坊,Weifang,370700,44,0,44,0
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,威海,Weihai,371000,38,0,37,1
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,聊城,Liaocheng,371500,38,0,38,0
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,德州,Dezhou,371400,37,0,35,2
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,泰安,Tai'an,370900,35,0,33,2
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,淄博,Zibo,370300,30,0,29,1
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,枣庄,Zaozhuang,370400,24,0,24,0
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,菏泽,Heze,371700,18,0,18,0
亚洲,Asia,中国,China,山东省,Shandong,370000,1015,14,978,7,2021-11-27 09:27:32,滨州,Binzhou,371600,15,0,15,0
亚洲,Asia,中国,China,中国,China,951001,127672,0,119110,5697,2021-11-27 09:24:14,,,,,,,
亚洲,Asia,中国,China,中国,China,951001,127672,0,119110,5697,2021-11-27 09:18:48,,,,,,,
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,782,0,593,2,2021-11-27 09:09:16,大连,Dalian,210200,469,0,286,0
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,782,0,593,2,2021-11-27 09:09:16,境外输入,,0,145,0,141,0
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,782,0,593,2,2021-11-27 09:09:16,沈阳,Shenyang,210100,78,0,78,0
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,782,0,593,2,2021-11-27 09:09:16,锦州,Jinzhou,210700,12,0,12,0
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,782,0,593,2,2021-11-27 09:09:16,葫芦岛,Huludao,211400,12,0,11,1
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,782,0,593,2,2021-11-27 09:09:16,丹东,Dandong,210600,11,0,11,0
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,782,0,593,2,2021-11-27 09:09:16,盘锦,Panjin,211100,11,0,11,0
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,782,0,593,2,2021-11-27 09:09:16,营口,Yingkou,210800,11,0,11,0
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,782,0,593,2,2021-11-27 09:09:16,阜新,Fuxin,210900,8,0,8,0
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,782,0,593,2,2021-11-27 09:09:16,铁岭,Tieling,211200,8,0,8,0
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,782,0,593,2,2021-11-27 09:09:16,朝阳,Chaoyang,211300,6,0,5,1
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,782,0,593,2,2021-11-27 09:09:16,鞍山,Anshan,210300,4,0,4,0
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,782,0,593,2,2021-11-27 09:09:16,本溪,Benxi,210500,3,0,3,0
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,782,0,593,2,2021-11-27 09:09:16,辽阳,Liaoyang,211000,3,0,3,0
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,782,0,593,2,2021-11-27 09:09:16,抚顺,Fushun,210400,1,0,1,0
亚洲,Asia,中国,China,中国,China,951001,127663,0,119072,5697,2021-11-27 09:09:16,,,,,,,
亚洲,Asia,中国,China,河北省,Hebei,130000,1453,0,1415,7,2021-11-27 09:01:16,石家庄,Shijiazhuang,130100,1029,0,937,1
亚洲,Asia,中国,China,河北省,Hebei,130000,1453,0,1415,7,2021-11-27 09:01:16,邢台,Xingtai,130500,96,0,93,1
亚洲,Asia,中国,China,河北省,Hebei,130000,1453,0,1415,7,2021-11-27 09:01:16,保定,Baoding,130600,51,0,49,0
亚洲,Asia,中国,China,河北省,Hebei,130000,1453,0,1415,7,2021-11-27 09:01:16,唐山,Tangshan,130200,58,0,57,1
亚洲,Asia,中国,China,河北省,Hebei,130000,1453,0,1415,7,2021-11-27 09:01:16,沧州,Cangzhou,130900,49,0,46,3
