地区,邮政编码,确诊人数,疑似人数,治愈人数,死亡人数,时间
青浦区,310118,6,0,6,0,2021-05-29 08:56:21
金山区,310116,4,0,4,0,2021-05-29 08:56:21
崇明区,310151,4,0,4,0,2021-05-29 08:56:21
境外来沪,0,1,0,1,0,2021-05-29 08:56:21
上海市境外输入,0,1710,4,1650,0,2021-05-28 08:05:32
上海市外地来沪,0,113,0,112,1,2021-05-28 08:05:32
浦东新区,310115,69,0,68,1,2021-05-28 08:05:32
宝山区,310113,26,0,25,1,2021-05-28 08:05:32
黄浦区,310101,22,0,22,0,2021-05-28 08:05:32
闵行区,310112,19,0,19,0,2021-05-28 08:05:32
徐汇区,310104,18,0,17,1,2021-05-28 08:05:32
静安区,310106,16,0,15,1,2021-05-28 08:05:32
松江区,310117,14,0,14,0,2021-05-28 08:05:32
长宁区,310105,14,0,14,0,2021-05-28 08:05:32
普陀区,310107,11,0,11,0,2021-05-28 08:05:32
杨浦区,310110,9,0,9,0,2021-05-28 08:05:32
嘉定区,310114,9,0,7,2,2021-05-28 08:05:32
奉贤区,310120,9,0,9,0,2021-05-28 08:05:32
虹口区,310109,7,0,7,0,2021-05-28 08:05:32
青浦区,310118,6,0,6,0,2021-05-28 08:05:32
金山区,310116,4,0,4,0,2021-05-28 08:05:32
崇明区,310151,4,0,4,0,2021-05-28 08:05:32
境外来沪,0,1,0,1,0,2021-05-28 08:05:32
上海市境外输入,0,1708,4,1644,0,2021-05-27 08:14:29
上海市外地来沪,0,113,0,112,1,2021-05-27 08:14:29
浦东新区,310115,69,0,68,1,2021-05-27 08:14:29
宝山区,310113,26,0,25,1,2021-05-27 08:14:29
黄浦区,310101,22,0,22,0,2021-05-27 08:14:29
闵行区,310112,19,0,19,0,2021-05-27 08:14:29
徐汇区,310104,18,0,17,1,2021-05-27 08:14:29
静安区,310106,16,0,15,1,2021-05-27 08:14:29
松江区,310117,14,0,14,0,2021-05-27 08:14:29
长宁区,310105,14,0,14,0,2021-05-27 08:14:29
普陀区,310107,11,0,11,0,2021-05-27 08:14:29
杨浦区,310110,9,0,9,0,2021-05-27 08:14:29
嘉定区,310114,9,0,7,2,2021-05-27 08:14:29
奉贤区,310120,9,0,9,0,2021-05-27 08:14:29
虹口区,310109,7,0,7,0,2021-05-27 08:14:29
青浦区,310118,6,0,6,0,2021-05-27 08:14:29
金山区,310116,4,0,4,0,2021-05-27 08:14:29
崇明区,310151,4,0,4,0,2021-05-27 08:14:29
境外来沪,0,1,0,1,0,2021-05-27 08:14:29
上海市境外输入,0,1707,4,1640,0,2021-05-26 09:17:17
上海市外地来沪,0,113,0,112,1,2021-05-26 09:17:17
浦东新区,310115,69,0,68,1,2021-05-26 09:17:17
宝山区,310113,26,0,25,1,2021-05-26 09:17:17
黄浦区,310101,22,0,22,0,2021-05-26 09:17:17
闵行区,310112,19,0,19,0,2021-05-26 09:17:17
徐汇区,310104,18,0,17,1,2021-05-26 09:17:17
静安区,310106,16,0,15,1,2021-05-26 09:17:17
松江区,310117,14,0,14,0,2021-05-26 09:17:17
长宁区,310105,14,0,14,0,2021-05-26 09:17:17
普陀区,310107,11,0,11,0,2021-05-26 09:17:17
杨浦区,310110,9,0,9,0,2021-05-26 09:17:17
嘉定区,310114,9,0,7,2,2021-05-26 09:17:17
奉贤区,310120,9,0,9,0,2021-05-26 09:17:17
虹口区,310109,7,0,7,0,2021-05-26 09:17:17
青浦区,310118,6,0,6,0,2021-05-26 09:17:17
金山区,310116,4,0,4,0,2021-05-26 09:17:17
崇明区,310151,4,0,4,0,2021-05-26 09:17:17
境外来沪,0,1,0,1,0,2021-05-26 09:17:17
上海市境外输入,0,1701,4,1636,0,2021-05-25 08:04:24
上海市外地来沪,0,113,0,112,1,2021-05-25 08:04:24
浦东新区,310115,69,0,68,1,2021-05-25 08:04:24
宝山区,310113,26,0,25,1,2021-05-25 08:04:24
黄浦区,310101,22,0,22,0,2021-05-25 08:04:24
闵行区,310112,19,0,19,0,2021-05-25 08:04:24
徐汇区,310104,18,0,17,1,2021-05-25 08:04:24
静安区,310106,16,0,15,1,2021-05-25 08:04:24
松江区,310117,14,0,14,0,2021-05-25 08:04:24
长宁区,310105,14,0,14,0,2021-05-25 08:04:24
普陀区,310107,11,0,11,0,2021-05-25 08:04:24
杨浦区,310110,9,0,9,0,2021-05-25 08:04:24
嘉定区,310114,9,0,7,2,2021-05-25 08:04:24
奉贤区,310120,9,0,9,0,2021-05-25 08:04:24
虹口区,310109,7,0,7,0,2021-05-25 08:04:24
青浦区,310118,6,0,6,0,2021-05-25 08:04:24
金山区,310116,4,0,4,0,2021-05-25 08:04:24
崇明区,310151,4,0,4,0,2021-05-25 08:04:24
境外来沪,0,1,0,1,0,2021-05-25 08:04:24
上海市境外输入,0,1698,4,1632,0,2021-05-24 09:51:07
上海市外地来沪,0,113,0,112,1,2021-05-24 09:51:07
浦东新区,310115,69,0,68,1,2021-05-24 09:51:07
宝山区,310113,26,0,25,1,2021-05-24 09:51:07
黄浦区,310101,22,0,22,0,2021-05-24 09:51:07
闵行区,310112,19,0,19,0,2021-05-24 09:51:07
徐汇区,310104,18,0,17,1,2021-05-24 09:51:07
静安区,310106,16,0,15,1,2021-05-24 09:51:07
松江区,310117,14,0,14,0,2021-05-24 09:51:07
长宁区,310105,14,0,14,0,2021-05-24 09:51:07
普陀区,310107,11,0,11,0,2021-05-24 09:51:07
杨浦区,310110,9,0,9,0,2021-05-24 09:51:07
嘉定区,310114,9,0,7,2,2021-05-24 09:51:07
奉贤区,310120,9,0,9,0,2021-05-24 09:51:07
虹口区,310109,7,0,7,0,2021-05-24 09:51:07
青浦区,310118,6,0,6,0,2021-05-24 09:51:07
金山区,310116,4,0,4,0,2021-05-24 09:51:07
崇明区,310151,4,0,4,0,2021-05-24 09:51:07
境外来沪,0,1,0,1,0,2021-05-24 09:51:07
上海市境外输入,0,1695,4,1632,0,2021-05-23 08:59:14
上海市外地来沪,0,113,0,112,1,2021-05-23 08:59:14
浦东新区,310115,69,0,68,1,2021-05-23 08:59:14
宝山区,310113,26,0,25,1,2021-05-23 08:59:14
黄浦区,310101,22,0,22,0,2021-05-23 08:59:14
闵行区,310112,19,0,19,0,2021-05-23 08:59:14
徐汇区,310104,18,0,17,1,2021-05-23 08:59:14
静安区,310106,16,0,15,1,2021-05-23 08:59:14
松江区,310117,14,0,14,0,2021-05-23 08:59:14
长宁区,310105,14,0,14,0,2021-05-23 08:59:14
普陀区,310107,11,0,11,0,2021-05-23 08:59:14
杨浦区,310110,9,0,9,0,2021-05-23 08:59:14
嘉定区,310114,9,0,7,2,2021-05-23 08:59:14
奉贤区,310120,9,0,9,0,2021-05-23 08:59:14
虹口区,310109,7,0,7,0,2021-05-23 08:59:14
青浦区,310118,6,0,6,0,2021-05-23 08:59:14
金山区,310116,4,0,4,0,2021-05-23 08:59:14
崇明区,310151,4,0,4,0,2021-05-23 08:59:14
境外来沪,0,1,0,1,0,2021-05-23 08:59:14
上海市境外输入,0,1691,4,1631,0,2021-05-22 09:20:10
上海市外地来沪,0,113,0,112,1,2021-05-22 09:20:10
浦东新区,310115,69,0,68,1,2021-05-22 09:20:10
宝山区,310113,26,0,25,1,2021-05-22 09:20:10
黄浦区,310101,22,0,22,0,2021-05-22 09:20:10
闵行区,310112,19,0,19,0,2021-05-22 09:20:10
徐汇区,310104,18,0,17,1,2021-05-22 09:20:10
静安区,310106,16,0,15,1,2021-05-22 09:20:10
松江区,310117,14,0,14,0,2021-05-22 09:20:10
长宁区,310105,14,0,14,0,2021-05-22 09:20:10
普陀区,310107,11,0,11,0,2021-05-22 09:20:10
杨浦区,310110,9,0,9,0,2021-05-22 09:20:10
嘉定区,310114,9,0,7,2,2021-05-22 09:20:10
奉贤区,310120,9,0,9,0,2021-05-22 09:20:10
虹口区,310109,7,0,7,0,2021-05-22 09:20:10
青浦区,310118,6,0,6,0,2021-05-22 09:20:10
金山区,310116,4,0,4,0,2021-05-22 09:20:10
崇明区,310151,4,0,4,0,2021-05-22 09:20:10
境外来沪,0,1,0,1,0,2021-05-22 09:20:10
上海市境外输入,0,1690,4,1627,0,2021-05-21 08:39:14
上海市外地来沪,0,113,0,112,1,2021-05-21 08:39:14
浦东新区,310115,69,0,68,1,2021-05-21 08:39:14
宝山区,310113,26,0,25,1,2021-05-21 08:39:14
黄浦区,310101,22,0,22,0,2021-05-21 08:39:14
闵行区,310112,19,0,19,0,2021-05-21 08:39:14
徐汇区,310104,18,0,17,1,2021-05-21 08:39:14
静安区,310106,16,0,15,1,2021-05-21 08:39:14
松江区,310117,14,0,14,0,2021-05-21 08:39:14
长宁区,310105,14,0,14,0,2021-05-21 08:39:14
普陀区,310107,11,0,11,0,2021-05-21 08:39:14
杨浦区,310110,9,0,9,0,2021-05-21 08:39:14
嘉定区,310114,9,0,7,2,2021-05-21 08:39:14
奉贤区,310120,9,0,9,0,2021-05-21 08:39:14
虹口区,310109,7,0,7,0,2021-05-21 08:39:14
青浦区,310118,6,0,6,0,2021-05-21 08:39:14
金山区,310116,4,0,4,0,2021-05-21 08:39:14
崇明区,310151,4,0,4,0,2021-05-21 08:39:14
境外来沪,0,1,0,1,0,2021-05-21 08:39:14
上海市境外输入,0,1681,4,1621,0,2021-05-20 08:50:01
上海市外地来沪,0,113,0,112,1,2021-05-20 08:50:01
浦东新区,310115,69,0,68,1,2021-05-20 08:50:01
宝山区,310113,26,0,25,1,2021-05-20 08:50:01
黄浦区,310101,22,0,22,0,2021-05-20 08:50:01
闵行区,310112,19,0,19,0,2021-05-20 08:50:01
徐汇区,310104,18,0,17,1,2021-05-20 08:50:01
静安区,310106,16,0,15,1,2021-05-20 08:50:01
松江区,310117,14,0,14,0,2021-05-20 08:50:01
长宁区,310105,14,0,14,0,2021-05-20 08:50:01
普陀区,310107,11,0,11,0,2021-05-20 08:50:01
杨浦区,310110,9,0,9,0,2021-05-20 08:50:01
嘉定区,310114,9,0,7,2,2021-05-20 08:50:01
奉贤区,310120,9,0,9,0,2021-05-20 08:50:01
虹口区,310109,7,0,7,0,2021-05-20 08:50:01
青浦区,310118,6,0,6,0,2021-05-20 08:50:01
金山区,310116,4,0,4,0,2021-05-20 08:50:01
崇明区,310151,4,0,4,0,2021-05-20 08:50:01
境外来沪,0,1,0,1,0,2021-05-20 08:50:01
上海市境外输入,0,1679,4,1619,0,2021-05-19 10:05:24
上海市外地来沪,0,113,0,112,1,2021-05-19 10:05:24
浦东新区,310115,69,0,68,1,2021-05-19 10:05:24
宝山区,310113,26,0,25,1,2021-05-19 10:05:24
黄浦区,310101,22,0,22,0,2021-05-19 10:05:24
闵行区,310112,19,0,19,0,2021-05-19 10:05:24
徐汇区,310104,18,0,17,1,2021-05-19 10:05:24
静安区,310106,16,0,15,1,2021-05-19 10:05:24
松江区,310117,14,0,14,0,2021-05-19 10:05:24
长宁区,310105,14,0,14,0,2021-05-19 10:05:24
普陀区,310107,11,0,11,0,2021-05-19 10:05:24
杨浦区,310110,9,0,9,0,2021-05-19 10:05:24
嘉定区,310114,9,0,7,2,2021-05-19 10:05:24
奉贤区,310120,9,0,9,0,2021-05-19 10:05:24
虹口区,310109,7,0,7,0,2021-05-19 10:05:24
青浦区,310118,6,0,6,0,2021-05-19 10:05:24
金山区,310116,4,0,4,0,2021-05-19 10:05:24
崇明区,310151,4,0,4,0,2021-05-19 10:05:24
境外来沪,0,1,0,1,0,2021-05-19 10:05:24
上海市境外输入,0,1670,4,1615,0,2021-05-18 08:54:19
上海市外地来沪,0,113,0,112,1,2021-05-18 08:54:19
浦东新区,310115,69,0,68,1,2021-05-18 08:54:19
宝山区,310113,26,0,25,1,2021-05-18 08:54:19
黄浦区,310101,22,0,22,0,2021-05-18 08:54:19
闵行区,310112,19,0,19,0,2021-05-18 08:54:19
徐汇区,310104,18,0,17,1,2021-05-18 08:54:19
静安区,310106,16,0,15,1,2021-05-18 08:54:19
松江区,310117,14,0,14,0,2021-05-18 08:54:19
长宁区,310105,14,0,14,0,2021-05-18 08:54:19
普陀区,310107,11,0,11,0,2021-05-18 08:54:19
杨浦区,310110,9,0,9,0,2021-05-18 08:54:19
嘉定区,310114,9,0,7,2,2021-05-18 08:54:19
奉贤区,310120,9,0,9,0,2021-05-18 08:54:19
虹口区,310109,7,0,7,0,2021-05-18 08:54:19
青浦区,310118,6,0,6,0,2021-05-18 08:54:19
金山区,310116,4,0,4,0,2021-05-18 08:54:19
崇明区,310151,4,0,4,0,2021-05-18 08:54:19
境外来沪,0,1,0,1,0,2021-05-18 08:54:19
上海市境外输入,0,1666,4,1610,0,2021-05-17 07:58:10
上海市外地来沪,0,113,0,112,1,2021-05-17 07:58:10
浦东新区,310115,69,0,68,1,2021-05-17 07:58:10
宝山区,310113,26,0,25,1,2021-05-17 07:58:10
黄浦区,310101,22,0,22,0,2021-05-17 07:58:10
闵行区,310112,19,0,19,0,2021-05-17 07:58:10
徐汇区,310104,18,0,17,1,2021-05-17 07:58:10
静安区,310106,16,0,15,1,2021-05-17 07:58:10
松江区,310117,14,0,14,0,2021-05-17 07:58:10
长宁区,310105,14,0,14,0,2021-05-17 07:58:10
普陀区,310107,11,0,11,0,2021-05-17 07:58:10
杨浦区,310110,9,0,9,0,2021-05-17 07:58:10
嘉定区,310114,9,0,7,2,2021-05-17 07:58:10
奉贤区,310120,9,0,9,0,2021-05-17 07:58:10
虹口区,310109,7,0,7,0,2021-05-17 07:58:10
青浦区,310118,6,0,6,0,2021-05-17 07:58:10
金山区,310116,4,0,4,0,2021-05-17 07:58:10
崇明区,310151,4,0,4,0,2021-05-17 07:58:10
境外来沪,0,1,0,1,0,2021-05-17 07:58:10
上海市境外输入,0,1660,4,1606,0,2021-05-16 16:27:01
上海市外地来沪,0,113,0,112,1,2021-05-16 16:27:01
浦东新区,310115,69,0,68,1,2021-05-16 16:27:01
宝山区,310113,26,0,25,1,2021-05-16 16:27:01
黄浦区,310101,22,0,22,0,2021-05-16 16:27:01
闵行区,310112,19,0,19,0,2021-05-16 16:27:01
徐汇区,310104,18,0,17,1,2021-05-16 16:27:01
静安区,310106,16,0,15,1,2021-05-16 16:27:01
松江区,310117,14,0,14,0,2021-05-16 16:27:01
长宁区,310105,14,0,14,0,2021-05-16 16:27:01
普陀区,310107,11,0,11,0,2021-05-16 16:27:01
杨浦区,310110,9,0,9,0,2021-05-16 16:27:01
嘉定区,310114,9,0,7,2,2021-05-16 16:27:01
奉贤区,310120,9,0,9,0,2021-05-16 16:27:01
虹口区,310109,7,0,7,0,2021-05-16 16:27:01
青浦区,310118,6,0,6,0,2021-05-16 16:27:01
金山区,310116,4,0,4,0,2021-05-16 16:27:01
崇明区,310151,4,0,4,0,2021-05-16 16:27:01
境外来沪,0,1,0,1,0,2021-05-16 16:27:01
上海市境外输入,0,1655,4,1600,0,2021-05-14 08:33:06
上海市外地来沪,0,113,0,112,1,2021-05-14 08:33:06
浦东新区,310115,69,0,68,1,2021-05-14 08:33:06
宝山区,310113,26,0,25,1,2021-05-14 08:33:06
黄浦区,310101,22,0,22,0,2021-05-14 08:33:06
闵行区,310112,19,0,19,0,2021-05-14 08:33:06
徐汇区,310104,18,0,17,1,2021-05-14 08:33:06
静安区,310106,16,0,15,1,2021-05-14 08:33:06
松江区,310117,14,0,14,0,2021-05-14 08:33:06
长宁区,310105,14,0,14,0,2021-05-14 08:33:06
普陀区,310107,11,0,11,0,2021-05-14 08:33:06
杨浦区,310110,9,0,9,0,2021-05-14 08:33:06
嘉定区,310114,9,0,7,2,2021-05-14 08:33:06
奉贤区,310120,9,0,9,0,2021-05-14 08:33:06
虹口区,310109,7,0,7,0,2021-05-14 08:33:06
青浦区,310118,6,0,6,0,2021-05-14 08:33:06
金山区,310116,4,0,4,0,2021-05-14 08:33:06
崇明区,310151,4,0,4,0,2021-05-14 08:33:06
境外来沪,0,1,0,1,0,2021-05-14 08:33:06
上海市境外输入,0,1654,4,1596,0,2021-05-13 08:30:15
上海市外地来沪,0,113,0,112,1,2021-05-13 08:30:15
浦东新区,310115,69,0,68,1,2021-05-13 08:30:15
宝山区,310113,26,0,25,1,2021-05-13 08:30:15
黄浦区,310101,22,0,22,0,2021-05-13 08:30:15
闵行区,310112,19,0,19,0,2021-05-13 08:30:15
徐汇区,310104,18,0,17,1,2021-05-13 08:30:15
静安区,310106,16,0,15,1,2021-05-13 08:30:15
松江区,310117,14,0,14,0,2021-05-13 08:30:15
长宁区,310105,14,0,14,0,2021-05-13 08:30:15
普陀区,310107,11,0,11,0,2021-05-13 08:30:15
杨浦区,310110,9,0,9,0,2021-05-13 08:30:15
嘉定区,310114,9,0,7,2,2021-05-13 08:30:15
奉贤区,310120,9,0,9,0,2021-05-13 08:30:15
虹口区,310109,7,0,7,0,2021-05-13 08:30:15
青浦区,310118,6,0,6,0,2021-05-13 08:30:15
金山区,310116,4,0,4,0,2021-05-13 08:30:15
崇明区,310151,4,0,4,0,2021-05-13 08:30:15
境外来沪,0,1,0,1,0,2021-05-13 08:30:15
上海市境外输入,0,1652,4,1591,0,2021-05-12 08:32:13
上海市外地来沪,0,113,0,112,1,2021-05-12 08:32:13
浦东新区,310115,69,0,68,1,2021-05-12 08:32:13
宝山区,310113,26,0,25,1,2021-05-12 08:32:13
黄浦区,310101,22,0,22,0,2021-05-12 08:32:13
闵行区,310112,19,0,19,0,2021-05-12 08:32:13
徐汇区,310104,18,0,17,1,2021-05-12 08:32:13
静安区,310106,16,0,15,1,2021-05-12 08:32:13
松江区,310117,14,0,14,0,2021-05-12 08:32:13
长宁区,310105,14,0,14,0,2021-05-12 08:32:13
普陀区,310107,11,0,11,0,2021-05-12 08:32:13
杨浦区,310110,9,0,9,0,2021-05-12 08:32:13
嘉定区,310114,9,0,7,2,2021-05-12 08:32:13
奉贤区,310120,9,0,9,0,2021-05-12 08:32:13
虹口区,310109,7,0,7,0,2021-05-12 08:32:13
青浦区,310118,6,0,6,0,2021-05-12 08:32:13
金山区,310116,4,0,4,0,2021-05-12 08:32:13
崇明区,310151,4,0,4,0,2021-05-12 08:32:13
境外来沪,0,1,0,1,0,2021-05-12 08:32:13
上海市境外输入,0,1649,4,1588,0,2021-05-11 09:42:37
上海市外地来沪,0,113,0,112,1,2021-05-11 09:42:37
浦东新区,310115,69,0,68,1,2021-05-11 09:42:37
宝山区,310113,26,0,25,1,2021-05-11 09:42:37
黄浦区,310101,22,0,22,0,2021-05-11 09:42:37
闵行区,310112,19,0,19,0,2021-05-11 09:42:37
徐汇区,310104,18,0,17,1,2021-05-11 09:42:37
静安区,310106,16,0,15,1,2021-05-11 09:42:37
松江区,310117,14,0,14,0,2021-05-11 09:42:37
长宁区,310105,14,0,14,0,2021-05-11 09:42:37
普陀区,310107,11,0,11,0,2021-05-11 09:42:37
杨浦区,310110,9,0,9,0,2021-05-11 09:42:37
嘉定区,310114,9,0,7,2,2021-05-11 09:42:37
奉贤区,310120,9,0,9,0,2021-05-11 09:42:37
虹口区,310109,7,0,7,0,2021-05-11 09:42:37
青浦区,310118,6,0,6,0,2021-05-11 09:42:37
金山区,310116,4,0,4,0,2021-05-11 09:42:37
崇明区,310151,4,0,4,0,2021-05-11 09:42:37
境外来沪,0,1,0,1,0,2021-05-11 09:42:37
上海市境外输入,0,1645,4,1586,0,2021-05-10 07:57:14
上海市外地来沪,0,113,0,112,1,2021-05-10 07:57:14
浦东新区,310115,69,0,68,1,2021-05-10 07:57:14
宝山区,310113,26,0,25,1,2021-05-10 07:57:14
黄浦区,310101,22,0,22,0,2021-05-10 07:57:14
闵行区,310112,19,0,19,0,2021-05-10 07:57:14
徐汇区,310104,18,0,17,1,2021-05-10 07:57:14
静安区,310106,16,0,15,1,2021-05-10 07:57:14
松江区,310117,14,0,14,0,2021-05-10 07:57:14
长宁区,310105,14,0,14,0,2021-05-10 07:57:14
普陀区,310107,11,0,11,0,2021-05-10 07:57:14
杨浦区,310110,9,0,9,0,2021-05-10 07:57:14
嘉定区,310114,9,0,7,2,2021-05-10 07:57:14
奉贤区,310120,9,0,9,0,2021-05-10 07:57:14
虹口区,310109,7,0,7,0,2021-05-10 07:57:14
青浦区,310118,6,0,6,0,2021-05-10 07:57:14
金山区,310116,4,0,4,0,2021-05-10 07:57:14
崇明区,310151,4,0,4,0,2021-05-10 07:57:14
境外来沪,0,1,0,1,0,2021-05-10 07:57:14
上海市境外输入,0,1641,4,1583,0,2021-05-09 08:04:10
上海市外地来沪,0,113,0,112,1,2021-05-09 08:04:10
浦东新区,310115,69,0,68,1,2021-05-09 08:04:10
宝山区,310113,26,0,25,1,2021-05-09 08:04:10
黄浦区,310101,22,0,22,0,2021-05-09 08:04:10
闵行区,310112,19,0,19,0,2021-05-09 08:04:10
徐汇区,310104,18,0,17,1,2021-05-09 08:04:10
静安区,310106,16,0,15,1,2021-05-09 08:04:10
松江区,310117,14,0,14,0,2021-05-09 08:04:10
长宁区,310105,14,0,14,0,2021-05-09 08:04:10
普陀区,310107,11,0,11,0,2021-05-09 08:04:10
杨浦区,310110,9,0,9,0,2021-05-09 08:04:10
嘉定区,310114,9,0,7,2,2021-05-09 08:04:10
奉贤区,310120,9,0,9,0,2021-05-09 08:04:10
虹口区,310109,7,0,7,0,2021-05-09 08:04:10
青浦区,310118,6,0,6,0,2021-05-09 08:04:10
金山区,310116,4,0,4,0,2021-05-09 08:04:10
崇明区,310151,4,0,4,0,2021-05-09 08:04:10
境外来沪,0,1,0,1,0,2021-05-09 08:04:10
上海市境外输入,0,1635,4,1579,0,2021-05-08 09:23:35
上海市外地来沪,0,113,0,112,1,2021-05-08 09:23:35
浦东新区,310115,69,0,68,1,2021-05-08 09:23:35
宝山区,310113,26,0,25,1,2021-05-08 09:23:35
黄浦区,310101,22,0,22,0,2021-05-08 09:23:35
闵行区,310112,19,0,19,0,2021-05-08 09:23:35
徐汇区,310104,18,0,17,1,2021-05-08 09:23:35
静安区,310106,16,0,15,1,2021-05-08 09:23:35
松江区,310117,14,0,14,0,2021-05-08 09:23:35
长宁区,310105,14,0,14,0,2021-05-08 09:23:35
普陀区,310107,11,0,11,0,2021-05-08 09:23:35
杨浦区,310110,9,0,9,0,2021-05-08 09:23:35
嘉定区,310114,9,0,7,2,2021-05-08 09:23:35
奉贤区,310120,9,0,9,0,2021-05-08 09:23:35
虹口区,310109,7,0,7,0,2021-05-08 09:23:35
青浦区,310118,6,0,6,0,2021-05-08 09:23:35
金山区,310116,4,0,4,0,2021-05-08 09:23:35
崇明区,310151,4,0,4,0,2021-05-08 09:23:35
境外来沪,0,1,0,1,0,2021-05-08 09:23:35
上海市境外输入,0,1633,4,1573,0,2021-05-07 09:49:18
上海市外地来沪,0,113,0,112,1,2021-05-07 09:49:18
浦东新区,310115,69,0,68,1,2021-05-07 09:49:18
宝山区,310113,26,0,25,1,2021-05-07 09:49:18
黄浦区,310101,22,0,22,0,2021-05-07 09:49:18
闵行区,310112,19,0,19,0,2021-05-07 09:49:18
徐汇区,310104,18,0,17,1,2021-05-07 09:49:18
静安区,310106,16,0,15,1,2021-05-07 09:49:18
松江区,310117,14,0,14,0,2021-05-07 09:49:18
长宁区,310105,14,0,14,0,2021-05-07 09:49:18
普陀区,310107,11,0,11,0,2021-05-07 09:49:18
杨浦区,310110,9,0,9,0,2021-05-07 09:49:18
嘉定区,310114,9,0,7,2,2021-05-07 09:49:18
奉贤区,310120,9,0,9,0,2021-05-07 09:49:18
虹口区,310109,7,0,7,0,2021-05-07 09:49:18
青浦区,310118,6,0,6,0,2021-05-07 09:49:18
金山区,310116,4,0,4,0,2021-05-07 09:49:18
崇明区,310151,4,0,4,0,2021-05-07 09:49:18
境外来沪,0,1,0,1,0,2021-05-07 09:49:18
上海市境外输入,0,1628,4,1568,0,2021-05-06 09:39:28
上海市外地来沪,0,113,0,112,1,2021-05-06 09:39:28
浦东新区,310115,69,0,68,1,2021-05-06 09:39:28
宝山区,310113,26,0,25,1,2021-05-06 09:39:28
黄浦区,310101,22,0,22,0,2021-05-06 09:39:28
闵行区,310112,19,0,19,0,2021-05-06 09:39:28
徐汇区,310104,18,0,17,1,2021-05-06 09:39:28
静安区,310106,16,0,15,1,2021-05-06 09:39:28
松江区,310117,14,0,14,0,2021-05-06 09:39:28
长宁区,310105,14,0,14,0,2021-05-06 09:39:28
普陀区,310107,11,0,11,0,2021-05-06 09:39:28
杨浦区,310110,9,0,9,0,2021-05-06 09:39:28
嘉定区,310114,9,0,7,2,2021-05-06 09:39:28
奉贤区,310120,9,0,9,0,2021-05-06 09:39:28
虹口区,310109,7,0,7,0,2021-05-06 09:39:28
青浦区,310118,6,0,6,0,2021-05-06 09:39:28
金山区,310116,4,0,4,0,2021-05-06 09:39:28
崇明区,310151,4,0,4,0,2021-05-06 09:39:28
境外来沪,0,1,0,1,0,2021-05-06 09:39:28
上海市境外输入,0,1628,4,1566,0,2021-05-05 09:36:18
上海市外地来沪,0,113,0,112,1,2021-05-05 09:36:18
浦东新区,310115,69,0,68,1,2021-05-05 09:36:18
宝山区,310113,26,0,25,1,2021-05-05 09:36:18
黄浦区,310101,22,0,22,0,2021-05-05 09:36:18
闵行区,310112,19,0,19,0,2021-05-05 09:36:18
徐汇区,310104,18,0,17,1,2021-05-05 09:36:18
静安区,310106,16,0,15,1,2021-05-05 09:36:18
松江区,310117,14,0,14,0,2021-05-05 09:36:18
长宁区,310105,14,0,14,0,2021-05-05 09:36:18
普陀区,310107,11,0,11,0,2021-05-05 09:36:18
杨浦区,310110,9,0,9,0,2021-05-05 09:36:18
嘉定区,310114,9,0,7,2,2021-05-05 09:36:18
奉贤区,310120,9,0,9,0,2021-05-05 09:36:18
虹口区,310109,7,0,7,0,2021-05-05 09:36:18
青浦区,310118,6,0,6,0,2021-05-05 09:36:18
金山区,310116,4,0,4,0,2021-05-05 09:36:18
崇明区,310151,4,0,4,0,2021-05-05 09:36:18
境外来沪,0,1,0,1,0,2021-05-05 09:36:18
上海市境外输入,0,1628,4,1562,0,2021-05-04 09:28:24
上海市外地来沪,0,113,0,112,1,2021-05-04 09:28:24
浦东新区,310115,69,0,68,1,2021-05-04 09:28:24
宝山区,310113,26,0,25,1,2021-05-04 09:28:24
黄浦区,310101,22,0,22,0,2021-05-04 09:28:24
闵行区,310112,19,0,19,0,2021-05-04 09:28:24
徐汇区,310104,18,0,17,1,2021-05-04 09:28:24
静安区,310106,16,0,15,1,2021-05-04 09:28:24
松江区,310117,14,0,14,0,2021-05-04 09:28:24
长宁区,310105,14,0,14,0,2021-05-04 09:28:24
普陀区,310107,11,0,11,0,2021-05-04 09:28:24
杨浦区,310110,9,0,9,0,2021-05-04 09:28:24
嘉定区,310114,9,0,7,2,2021-05-04 09:28:24
奉贤区,310120,9,0,9,0,2021-05-04 09:28:24
虹口区,310109,7,0,7,0,2021-05-04 09:28:24
青浦区,310118,6,0,6,0,2021-05-04 09:28:24
金山区,310116,4,0,4,0,2021-05-04 09:28:24
崇明区,310151,4,0,4,0,2021-05-04 09:28:24
境外来沪,0,1,0,1,0,2021-05-04 09:28:24
上海市境外输入,0,1625,4,1557,0,2021-05-03 07:59:11
上海市外地来沪,0,113,0,112,1,2021-05-03 07:59:11
浦东新区,310115,69,0,68,1,2021-05-03 07:59:11
宝山区,310113,26,0,25,1,2021-05-03 07:59:11
黄浦区,310101,22,0,22,0,2021-05-03 07:59:11
闵行区,310112,19,0,19,0,2021-05-03 07:59:11
徐汇区,310104,18,0,17,1,2021-05-03 07:59:11
静安区,310106,16,0,15,1,2021-05-03 07:59:11
松江区,310117,14,0,14,0,2021-05-03 07:59:11
长宁区,310105,14,0,14,0,2021-05-03 07:59:11
普陀区,310107,11,0,11,0,2021-05-03 07:59:11
杨浦区,310110,9,0,9,0,2021-05-03 07:59:11
